reference_image_id,testing_image_id,reference_image_label,testing_image_label
1440,7005,mountain,mountain
1411,7006,mountain,mountain
1445,7007,mountain,mountain
1498,7008,mountain,mountain
1511,7009,mountain,mountain
1489,7010,mountain,mountain
1433,7011,mountain,mountain
1541,7012,mountain,mountain
1534,7013,mountain,mountain
1594,7014,mountain,mountain
2246,7015,baseballfield,mountain
4797,7016,mediumresidential,mountain
4219,7017,forest,mountain
1410,7018,mountain,mountain
1439,7019,mountain,mountain
1515,7020,mountain,mountain
1422,7021,mountain,mountain
1514,7022,mountain,mountain
2517,7023,desert,mountain
1475,7024,mountain,mountain
4074,7025,parking,mountain
1412,7026,mountain,mountain
1559,7027,mountain,mountain
2014,7028,meadow,mountain
5364,7029,viaduct,mountain
1426,7030,mountain,mountain
1432,7031,mountain,mountain
1453,7032,mountain,mountain
1540,7033,mountain,mountain
1599,7034,mountain,mountain
1412,7035,mountain,mountain
1454,7036,mountain,mountain
1511,7037,mountain,mountain
1490,7038,mountain,mountain
1531,7039,mountain,mountain
1475,7040,mountain,mountain
1461,7041,mountain,mountain
1597,7042,mountain,mountain
1554,7043,mountain,mountain
1493,7044,mountain,mountain
1560,7045,mountain,mountain
5363,7046,viaduct,mountain
1457,7047,mountain,mountain
5218,7048,viaduct,mountain
1549,7049,mountain,mountain
1505,7050,mountain,mountain
1432,7051,mountain,mountain
1548,7052,mountain,mountain
1260,7053,sparseresidential,mountain
1581,7054,mountain,mountain
1797,7055,farmland,mountain
1509,7056,mountain,mountain
1435,7057,mountain,mountain
1587,7058,mountain,mountain
2165,7059,meadow,mountain
1514,7060,mountain,mountain
1501,7061,mountain,mountain
1410,7062,mountain,mountain
1564,7063,mountain,mountain
1590,7064,mountain,mountain
1412,7065,mountain,mountain
1458,7066,mountain,mountain
1437,7067,mountain,mountain
1593,7068,mountain,mountain
1500,7069,mountain,mountain
5240,7070,viaduct,mountain
1495,7071,mountain,mountain
2031,7072,meadow,mountain
1454,7073,mountain,mountain
1462,7074,mountain,mountain
1409,7075,mountain,mountain
342,7076,commercial,mountain
1640,7077,farmland,mountain
3269,7078,denseresidential,mountain
1470,7079,mountain,mountain
4222,7080,forest,mountain
1600,7081,mountain,mountain
1594,7082,mountain,mountain
1496,7083,mountain,mountain
1734,7084,farmland,mountain
1445,7085,mountain,mountain
4355,7086,forest,mountain
1607,7087,farmland,mountain
1523,7088,mountain,mountain
1543,7089,mountain,mountain
1595,7090,mountain,mountain
1417,7091,mountain,mountain
1502,7092,mountain,mountain
1518,7093,mountain,mountain
5369,7094,viaduct,mountain
5078,7095,industrial,mountain
1440,7096,mountain,mountain
5356,7097,viaduct,mountain
1413,7098,mountain,mountain
1433,7099,mountain,mountain
1541,7100,mountain,mountain
1721,7101,farmland,farmland
4527,7102,river,farmland
1747,7103,farmland,farmland
1752,7104,farmland,farmland
1618,7105,farmland,farmland
1709,7106,farmland,farmland
1629,7107,farmland,farmland
1668,7108,farmland,farmland
4538,7109,river,farmland
4661,7110,mediumresidential,farmland
1690,7111,farmland,farmland
1763,7112,farmland,farmland
1742,7113,farmland,farmland
1781,7114,farmland,farmland
1629,7115,farmland,farmland
2167,7116,meadow,farmland
5165,7117,industrial,farmland
4524,7118,river,farmland
1793,7119,farmland,farmland
4886,7120,park,farmland
859,7121,bareland,farmland
1635,7122,farmland,farmland
1766,7123,farmland,farmland
1724,7124,farmland,farmland
1712,7125,farmland,farmland
1564,7126,mountain,farmland
1732,7127,farmland,farmland
1632,7128,farmland,farmland
21,7129,storagetanks,farmland
1081,7130,resort,farmland
1699,7131,farmland,farmland
5929,7132,church,farmland
1677,7133,farmland,farmland
1769,7134,farmland,farmland
1629,7135,farmland,farmland
2106,7136,meadow,farmland
1619,7137,farmland,farmland
4870,7138,park,farmland
1752,7139,farmland,farmland
1761,7140,farmland,farmland
1755,7141,farmland,farmland
1730,7142,farmland,farmland
1720,7143,farmland,farmland
4588,7144,river,farmland
1749,7145,farmland,farmland
1409,7146,mountain,farmland
1619,7147,farmland,farmland
2064,7148,meadow,farmland
4588,7149,river,farmland
256,7150,commercial,farmland
1564,7151,mountain,farmland
1690,7152,farmland,farmland
1606,7153,farmland,farmland
4382,7154,forest,farmland
1728,7155,farmland,farmland
1759,7156,farmland,farmland
2032,7157,meadow,farmland
1692,7158,farmland,farmland
5328,7159,viaduct,farmland
3614,7160,playground,farmland
1644,7161,farmland,farmland
1793,7162,farmland,farmland
1643,7163,farmland,farmland
1626,7164,farmland,farmland
1549,7165,mountain,farmland
1677,7166,farmland,farmland
824,7167,bareland,farmland
1604,7168,farmland,farmland
1660,7169,farmland,farmland
1533,7170,mountain,farmland
1713,7171,farmland,farmland
1643,7172,farmland,farmland
1678,7173,farmland,farmland
5140,7174,industrial,farmland
3381,7175,denseresidential,farmland
2073,7176,meadow,farmland
3270,7177,denseresidential,farmland
1785,7178,farmland,farmland
1785,7179,farmland,farmland
1642,7180,farmland,farmland
1796,7181,farmland,farmland
3435,7182,school,farmland
1620,7183,farmland,farmland
1645,7184,farmland,farmland
1632,7185,farmland,farmland
4447,7186,river,farmland
1690,7187,farmland,farmland
1679,7188,farmland,farmland
2036,7189,meadow,farmland
1725,7190,farmland,farmland
931,7191,bareland,farmland
2025,7192,meadow,farmland
4661,7193,mediumresidential,farmland
1697,7194,farmland,farmland
4654,7195,mediumresidential,farmland
1780,7196,farmland,farmland
4493,7197,river,farmland
1761,7198,farmland,farmland
1732,7199,farmland,farmland
1016,7200,resort,farmland
1718,7201,farmland,farmland
2012,7202,meadow,farmland
1755,7203,farmland,farmland
1702,7204,farmland,farmland
44,7205,storagetanks,farmland
863,7206,bareland,farmland
1619,7207,farmland,farmland
1765,7208,farmland,farmland
5609,7209,railwaystation,farmland
1613,7210,farmland,farmland
1703,7211,farmland,farmland
4973,7212,park,farmland
1692,7213,farmland,farmland
2576,7214,desert,farmland
1632,7215,farmland,farmland
2395,7216,baseballfield,farmland
1765,7217,farmland,farmland
1663,7218,farmland,farmland
1793,7219,farmland,farmland
1648,7220,farmland,farmland
609,7221,square,farmland
1800,7222,farmland,farmland
1800,7223,farmland,farmland
1797,7224,farmland,farmland
4263,7225,forest,farmland
1777,7226,farmland,farmland
1697,7227,farmland,farmland
4630,7228,mediumresidential,farmland
1217,7229,sparseresidential,farmland
1785,7230,farmland,farmland
4468,7231,river,farmland
1726,7232,farmland,farmland
1713,7233,farmland,farmland
2119,7234,meadow,farmland
1776,7235,farmland,farmland
1569,7236,mountain,farmland
4422,7237,river,farmland
4595,7238,river,farmland
4368,7239,forest,farmland
1629,7240,farmland,farmland
4469,7241,river,farmland
1564,7242,mountain,farmland
1677,7243,farmland,farmland
1725,7244,farmland,farmland
1706,7245,farmland,farmland
5631,7246,railwaystation,farmland
5227,7247,viaduct,farmland
1645,7248,farmland,farmland
1780,7249,farmland,farmland
1644,7250,farmland,farmland
1641,7251,farmland,farmland
1765,7252,farmland,farmland
5304,7253,viaduct,farmland
1699,7254,farmland,farmland
1655,7255,farmland,farmland
1683,7256,farmland,farmland
1616,7257,farmland,farmland
1610,7258,farmland,farmland
1620,7259,farmland,farmland
2060,7260,meadow,farmland
4892,7261,park,farmland
4914,7262,park,farmland
1719,7263,farmland,farmland
1791,7264,farmland,farmland
3050,7265,beach,farmland
2129,7266,meadow,farmland
2042,7267,meadow,farmland
2358,7268,baseballfield,farmland
5140,7269,industrial,farmland
1752,7270,farmland,farmland
1705,7271,farmland,bridge
1865,7272,bridge,bridge
3665,7273,playground,bridge
1114,7274,resort,bridge
5726,7275,railwaystation,bridge
5110,7276,industrial,bridge
1984,7277,bridge,bridge
5365,7278,viaduct,bridge
1731,7279,farmland,bridge
1823,7280,bridge,bridge
1807,7281,bridge,bridge
1936,7282,bridge,bridge
1825,7283,bridge,bridge
1124,7284,resort,bridge
1945,7285,bridge,bridge
1915,7286,bridge,bridge
1956,7287,bridge,bridge
2868,7288,port,bridge
5253,7289,viaduct,bridge
1882,7290,bridge,bridge
269,7291,commercial,bridge
4928,7292,park,bridge
3281,7293,denseresidential,bridge
5365,7294,viaduct,bridge
742,7295,square,bridge
1996,7296,bridge,bridge
2099,7297,meadow,bridge
2997,7298,port,bridge
1111,7299,resort,bridge
1963,7300,bridge,bridge
5734,7301,railwaystation,bridge
1889,7302,bridge,bridge
3615,7303,playground,bridge
2973,7304,port,bridge
4239,7305,forest,bridge
3537,7306,school,bridge
3772,7307,playground,bridge
2886,7308,port,bridge
1825,7309,bridge,bridge
2994,7310,port,bridge
224,7311,commercial,bridge
1959,7312,bridge,bridge
2870,7313,port,bridge
4591,7314,river,bridge
1521,7315,mountain,bridge
2040,7316,meadow,bridge
521,7317,pond,bridge
5334,7318,viaduct,bridge
2999,7319,port,bridge
271,7320,commercial,bridge
415,7321,pond,bridge
1918,7322,bridge,bridge
2501,7323,desert,bridge
2925,7324,port,bridge
5860,7325,church,bridge
1836,7326,bridge,bridge
4907,7327,park,bridge
1936,7328,bridge,bridge
1996,7329,bridge,bridge
1157,7330,resort,bridge
2986,7331,port,bridge
243,7332,commercial,bridge
3714,7333,playground,bridge
3722,7334,playground,bridge
456,7335,pond,bridge
1997,7336,bridge,bridge
1761,7337,farmland,bridge
355,7338,commercial,bridge
5332,7339,viaduct,bridge
5318,7340,viaduct,bridge
4997,7341,park,bridge
2517,7342,desert,bridge
3761,7343,playground,bridge
2124,7344,meadow,bridge
2809,7345,port,bridge
1869,7346,bridge,bridge
1644,7347,farmland,bridge
1865,7348,bridge,bridge
1830,7349,bridge,bridge
262,7350,commercial,bridge
2184,7351,meadow,bridge
4914,7352,park,bridge
157,7353,storagetanks,bridge
1506,7354,mountain,bridge
1993,7355,bridge,bridge
5365,7356,viaduct,bridge
4252,7357,forest,bridge
5734,7358,railwaystation,bridge
3418,7359,school,bridge
2814,7360,port,bridge
1731,7361,farmland,bridge
5247,7362,viaduct,bridge
1056,7363,resort,bridge
1989,7364,bridge,bridge
1808,7365,bridge,bridge
5096,7366,industrial,bridge
1830,7367,bridge,bridge
399,7368,commercial,bridge
4808,7369,park,bridge
3394,7370,denseresidential,bridge
5391,7371,viaduct,bridge
1998,7372,bridge,bridge
2997,7373,port,bridge
1960,7374,bridge,bridge
355,7375,commercial,bridge
224,7376,commercial,bridge
1988,7377,bridge,bridge
2991,7378,port,bridge
4859,7379,park,bridge
1876,7380,bridge,bridge
3715,7381,playground,bridge
4916,7382,park,bridge
2265,7383,baseballfield,bridge
1961,7384,bridge,bridge
1969,7385,bridge,bridge
1720,7386,farmland,bridge
1991,7387,bridge,bridge
1998,7388,bridge,bridge
512,7389,pond,bridge
2985,7390,port,bridge
2997,7391,port,bridge
1827,7392,bridge,bridge
2004,7393,meadow,bridge
2660,7394,center,bridge
2844,7395,port,bridge
3378,7396,denseresidential,bridge
429,7397,pond,bridge
4882,7398,park,bridge
728,7399,square,bridge
1807,7400,bridge,bridge
1872,7401,bridge,bridge
4840,7402,park,bridge
5336,7403,viaduct,bridge
1860,7404,bridge,bridge
1823,7405,bridge,bridge
2851,7406,port,bridge
1124,7407,resort,bridge
1855,7408,bridge,bridge
4906,7409,park,bridge
1862,7410,bridge,bridge
2898,7411,port,bridge
2822,7412,port,bridge
1944,7413,bridge,bridge
1014,7414,resort,bridge
1807,7415,bridge,bridge
5642,7416,railwaystation,bridge
2968,7417,port,bridge
5242,7418,viaduct,bridge
1842,7419,bridge,bridge
5332,7420,viaduct,bridge
1938,7421,bridge,bridge
1924,7422,bridge,bridge
20,7423,storagetanks,bridge
4085,7424,parking,bridge
1440,7425,mountain,bridge
1817,7426,bridge,bridge
1930,7427,bridge,bridge
261,7428,commercial,bridge
5244,7429,viaduct,bridge
3772,7430,playground,bridge
2089,7431,meadow,meadow
2134,7432,meadow,meadow
2134,7433,meadow,meadow
2126,7434,meadow,meadow
2178,7435,meadow,meadow
2152,7436,meadow,meadow
2152,7437,meadow,meadow
2070,7438,meadow,meadow
1257,7439,sparseresidential,meadow
2124,7440,meadow,meadow
2034,7441,meadow,meadow
2131,7442,meadow,meadow
2118,7443,meadow,meadow
2163,7444,meadow,meadow
2014,7445,meadow,meadow
2159,7446,meadow,meadow
2127,7447,meadow,meadow
2023,7448,meadow,meadow
2159,7449,meadow,meadow
2093,7450,meadow,meadow
4277,7451,forest,meadow
3778,7452,playground,meadow
1785,7453,farmland,meadow
2111,7454,meadow,meadow
2134,7455,meadow,meadow
2048,7456,meadow,meadow
2178,7457,meadow,meadow
1323,7458,sparseresidential,meadow
2010,7459,meadow,meadow
2107,7460,meadow,meadow
2027,7461,meadow,meadow
2178,7462,meadow,meadow
2129,7463,meadow,meadow
2021,7464,meadow,meadow
2099,7465,meadow,meadow
2152,7466,meadow,meadow
2188,7467,meadow,meadow
4588,7468,river,meadow
2159,7469,meadow,meadow
2170,7470,meadow,meadow
2131,7471,meadow,meadow
2086,7472,meadow,meadow
2026,7473,meadow,meadow
2040,7474,meadow,meadow
3631,7475,playground,meadow
2086,7476,meadow,meadow
3783,7477,playground,meadow
2079,7478,meadow,meadow
2188,7479,meadow,meadow
2079,7480,meadow,meadow
2011,7481,meadow,meadow
2079,7482,meadow,meadow
2080,7483,meadow,meadow
2072,7484,meadow,meadow
2131,7485,meadow,meadow
2060,7486,meadow,meadow
2135,7487,meadow,meadow
2191,7488,meadow,meadow
2125,7489,meadow,meadow
2111,7490,meadow,meadow
2083,7491,meadow,meadow
2129,7492,meadow,meadow
2184,7493,meadow,meadow
2170,7494,meadow,meadow
2068,7495,meadow,meadow
3748,7496,playground,meadow
1574,7497,mountain,meadow
2072,7498,meadow,meadow
2164,7499,meadow,meadow
2075,7500,meadow,meadow
2099,7501,meadow,meadow
2150,7502,meadow,meadow
2134,7503,meadow,meadow
2012,7504,meadow,meadow
2008,7505,meadow,meadow
1547,7506,mountain,meadow
2020,7507,meadow,meadow
2062,7508,meadow,meadow
2035,7509,meadow,meadow
2236,7510,baseballfield,meadow
2218,7511,baseballfield,baseballfield
2381,7512,baseballfield,baseballfield
2287,7513,baseballfield,baseballfield
2386,7514,baseballfield,baseballfield
2251,7515,baseballfield,baseballfield
2212,7516,baseballfield,baseballfield
2294,7517,baseballfield,baseballfield
2229,7518,baseballfield,baseballfield
2272,7519,baseballfield,baseballfield
2239,7520,baseballfield,baseballfield
2400,7521,baseballfield,baseballfield
2236,7522,baseballfield,baseballfield
2353,7523,baseballfield,baseballfield
2294,7524,baseballfield,baseballfield
2373,7525,baseballfield,baseballfield
2211,7526,baseballfield,baseballfield
2359,7527,baseballfield,baseballfield
2331,7528,baseballfield,baseballfield
2390,7529,baseballfield,baseballfield
2038,7530,meadow,baseballfield
2445,7531,desert,desert
2554,7532,desert,desert
864,7533,bareland,desert
2591,7534,desert,desert
805,7535,bareland,desert
2464,7536,desert,desert
2474,7537,desert,desert
2443,7538,desert,desert
2512,7539,desert,desert
2567,7540,desert,desert
855,7541,bareland,desert
843,7542,bareland,desert
2567,7543,desert,desert
2433,7544,desert,desert
2477,7545,desert,desert
2556,7546,desert,desert
2558,7547,desert,desert
2507,7548,desert,desert
2564,7549,desert,desert
2423,7550,desert,desert
2420,7551,desert,desert
2418,7552,desert,desert
2579,7553,desert,desert
2540,7554,desert,desert
2563,7555,desert,desert
2526,7556,desert,desert
2505,7557,desert,desert
2466,7558,desert,desert
983,7559,bareland,desert
2548,7560,desert,desert
2512,7561,desert,desert
911,7562,bareland,desert
2513,7563,desert,desert
2550,7564,desert,desert
2423,7565,desert,desert
2421,7566,desert,desert
2529,7567,desert,desert
2513,7568,desert,desert
2441,7569,desert,desert
2457,7570,desert,desert
2580,7571,desert,desert
2457,7572,desert,desert
2457,7573,desert,desert
2437,7574,desert,desert
2500,7575,desert,desert
2572,7576,desert,desert
2556,7577,desert,desert
917,7578,bareland,desert
2553,7579,desert,desert
2526,7580,desert,desert
2559,7581,desert,desert
2593,7582,desert,desert
2524,7583,desert,desert
2492,7584,desert,desert
2479,7585,desert,desert
2549,7586,desert,desert
2474,7587,desert,desert
2408,7588,desert,desert
2565,7589,desert,desert
2443,7590,desert,desert
2526,7591,desert,desert
2493,7592,desert,desert
2560,7593,desert,desert
2564,7594,desert,desert
2423,7595,desert,desert
5388,7596,viaduct,desert
2500,7597,desert,desert
957,7598,bareland,desert
2501,7599,desert,desert
2548,7600,desert,desert
2580,7601,desert,desert
862,7602,bareland,desert
2584,7603,desert,desert
2407,7604,desert,desert
2540,7605,desert,desert
2563,7606,desert,desert
2528,7607,desert,desert
2412,7608,desert,desert
2474,7609,desert,desert
2550,7610,desert,desert
914,7611,bareland,desert
805,7612,bareland,desert
2574,7613,desert,desert
2514,7614,desert,desert
2516,7615,desert,desert
2434,7616,desert,desert
2537,7617,desert,desert
855,7618,bareland,desert
2458,7619,desert,desert
2409,7620,desert,desert
2517,7621,desert,desert
2580,7622,desert,desert
2536,7623,desert,desert
2528,7624,desert,desert
2532,7625,desert,desert
2499,7626,desert,desert
892,7627,bareland,desert
2551,7628,desert,desert
2457,7629,desert,desert
2493,7630,desert,desert
4986,7631,park,center
3254,7632,denseresidential,center
5376,7633,viaduct,center
5150,7634,industrial,center
2742,7635,center,center
2632,7636,center,center
288,7637,commercial,center
5909,7638,church,center
2741,7639,center,center
5723,7640,railwaystation,center
2701,7641,center,center
2640,7642,center,center
692,7643,square,center
794,7644,square,center
2734,7645,center,center
1196,7646,resort,center
2702,7647,center,center
259,7648,commercial,center
5952,7649,church,center
2643,7650,center,center
370,7651,commercial,center
2797,7652,center,center
2746,7653,center,center
5863,7654,church,center
4145,7655,parking,center
5309,7656,viaduct,center
5073,7657,industrial,center
3533,7658,school,center
42,7659,storagetanks,center
211,7660,commercial,center
2732,7661,center,center
3461,7662,school,center
2699,7663,center,center
2786,7664,center,center
2674,7665,center,center
3413,7666,school,center
3535,7667,school,center
5984,7668,church,center
5123,7669,industrial,center
5007,7670,industrial,center
5239,7671,viaduct,center
5999,7672,church,center
3521,7673,school,center
2730,7674,center,center
5922,7675,church,center
2656,7676,center,center
5053,7677,industrial,center
3401,7678,school,center
3394,7679,denseresidential,center
5113,7680,industrial,center
5605,7681,railwaystation,center
3525,7682,school,center
2750,7683,center,center
2690,7684,center,center
155,7685,storagetanks,center
5872,7686,church,center
3462,7687,school,center
388,7688,commercial,center
72,7689,storagetanks,center
5157,7690,industrial,center
5787,7691,railwaystation,port
1826,7692,bridge,port
2958,7693,port,port
1819,7694,bridge,port
2842,7695,port,port
5739,7696,railwaystation,port
5250,7697,viaduct,port
3767,7698,playground,port
3137,7699,beach,port
2878,7700,port,port
2845,7701,port,port
2809,7702,port,port
2929,7703,port,port
2936,7704,port,port
2952,7705,port,port
1869,7706,bridge,port
2890,7707,port,port
2842,7708,port,port
2899,7709,port,port
2817,7710,port,port
5269,7711,viaduct,port
2986,7712,port,port
2862,7713,port,port
2939,7714,port,port
2848,7715,port,port
3161,7716,beach,port
2820,7717,port,port
2979,7718,port,port
2853,7719,port,port
2811,7720,port,port
2830,7721,port,port
2990,7722,port,port
2915,7723,port,port
1096,7724,resort,port
2864,7725,port,port
2858,7726,port,port
2848,7727,port,port
2842,7728,port,port
2880,7729,port,port
2820,7730,port,port
1028,7731,resort,port
1087,7732,resort,port
2962,7733,port,port
4855,7734,park,port
4367,7735,forest,port
2976,7736,port,port
5426,7737,airport,port
1033,7738,resort,port
333,7739,commercial,port
2946,7740,port,port
2812,7741,port,port
2960,7742,port,port
2920,7743,port,port
2865,7744,port,port
1865,7745,bridge,port
2880,7746,port,port
2900,7747,port,port
5718,7748,railwaystation,port
5157,7749,industrial,port
1847,7750,bridge,port
3130,7751,beach,port
2843,7752,port,port
2999,7753,port,port
2811,7754,port,port
2877,7755,port,port
2948,7756,port,port
2845,7757,port,port
3422,7758,school,port
1116,7759,resort,port
1032,7760,resort,port
2925,7761,port,port
2953,7762,port,port
2918,7763,port,port
4969,7764,park,port
2890,7765,port,port
2881,7766,port,port
3644,7767,playground,port
2843,7768,port,port
2873,7769,port,port
2954,7770,port,port
2916,7771,port,port
5617,7772,railwaystation,port
4070,7773,parking,port
5735,7774,railwaystation,port
1810,7775,bridge,port
2882,7776,port,port
260,7777,commercial,port
466,7778,pond,port
2826,7779,port,port
2846,7780,port,port
2955,7781,port,port
5619,7782,railwaystation,port
2883,7783,port,port
2990,7784,port,port
2848,7785,port,port
2908,7786,port,port
2890,7787,port,port
1032,7788,resort,port
2907,7789,port,port
1814,7790,bridge,port
2902,7791,port,port
1978,7792,bridge,port
3748,7793,playground,port
2857,7794,port,port
2838,7795,port,port
396,7796,commercial,port
5735,7797,railwaystation,port
2807,7798,port,port
5385,7799,viaduct,port
2827,7800,port,port
692,7801,square,port
1882,7802,bridge,port
2862,7803,port,port
3104,7804,beach,port
2820,7805,port,port
1405,7806,mountain,port
2835,7807,port,port
2917,7808,port,port
2820,7809,port,port
2938,7810,port,port
5392,7811,viaduct,port
2847,7812,port,port
2997,7813,port,port
2810,7814,port,port
2843,7815,port,port
2943,7816,port,port
4902,7817,park,port
2990,7818,port,port
1824,7819,bridge,port
2822,7820,port,port
2852,7821,port,port
2901,7822,port,port
2925,7823,port,port
4924,7824,park,port
2999,7825,port,port
5735,7826,railwaystation,port
3179,7827,beach,port
5379,7828,viaduct,port
3767,7829,playground,port
2901,7830,port,port
5861,7831,church,port
2995,7832,port,port
525,7833,pond,port
2865,7834,port,port
224,7835,commercial,port
2990,7836,port,port
2850,7837,port,port
582,7838,pond,port
2949,7839,port,port
2905,7840,port,port
2679,7841,center,port
1804,7842,bridge,port
3134,7843,beach,port
1028,7844,resort,port
2820,7845,port,port
2834,7846,port,port
3144,7847,beach,port
2900,7848,port,port
5392,7849,viaduct,port
1028,7850,resort,port
2843,7851,port,port
2812,7852,port,port
2812,7853,port,port
2880,7854,port,port
545,7855,pond,port
2980,7856,port,port
2940,7857,port,port
2918,7858,port,port
1880,7859,bridge,port
2880,7860,port,port
2878,7861,port,port
2822,7862,port,port
2976,7863,port,port
1833,7864,bridge,port
2918,7865,port,port
2827,7866,port,port
3130,7867,beach,port
2933,7868,port,port
2893,7869,port,port
1823,7870,bridge,port
3120,7871,beach,beach
2673,7872,center,beach
2802,7873,port,beach
3088,7874,beach,beach
3064,7875,beach,beach
3152,7876,beach,beach
3148,7877,beach,beach
3051,7878,beach,beach
3005,7879,beach,beach
983,7880,bareland,beach
3180,7881,beach,beach
3030,7882,beach,beach
5059,7883,industrial,beach
3148,7884,beach,beach
904,7885,bareland,beach
3158,7886,beach,beach
5537,7887,airport,beach
2833,7888,port,beach
4873,7889,park,beach
2836,7890,port,beach
4472,7891,river,beach
3086,7892,beach,beach
749,7893,square,beach
1548,7894,mountain,beach
3110,7895,beach,beach
3644,7896,playground,beach
749,7897,square,beach
2907,7898,port,beach
3073,7899,beach,beach
3047,7900,beach,beach
3178,7901,beach,beach
3057,7902,beach,beach
2931,7903,port,beach
3015,7904,beach,beach
2973,7905,port,beach
1765,7906,farmland,beach
3061,7907,beach,beach
3093,7908,beach,beach
3858,7909,stadium,beach
3100,7910,beach,beach
3105,7911,beach,beach
3015,7912,beach,beach
3162,7913,beach,beach
3090,7914,beach,beach
4486,7915,river,beach
3030,7916,beach,beach
2992,7917,port,beach
3125,7918,beach,beach
4982,7919,park,beach
4972,7920,park,beach
3102,7921,beach,beach
3164,7922,beach,beach
3025,7923,beach,beach
3176,7924,beach,beach
1104,7925,resort,beach
534,7926,pond,beach
3124,7927,beach,beach
3145,7928,beach,beach
971,7929,bareland,beach
3034,7930,beach,beach
1032,7931,resort,beach
3183,7932,beach,beach
2802,7933,port,beach
4051,7934,parking,beach
3183,7935,beach,beach
3189,7936,beach,beach
3139,7937,beach,beach
2836,7938,port,beach
148,7939,storagetanks,beach
3108,7940,beach,beach
3048,7941,beach,beach
3101,7942,beach,beach
5734,7943,railwaystation,beach
3047,7944,beach,beach
3032,7945,beach,beach
3029,7946,beach,beach
3721,7947,playground,beach
4863,7948,park,beach
3018,7949,beach,beach
186,7950,storagetanks,beach
3200,7951,beach,beach
5712,7952,railwaystation,beach
3045,7953,beach,beach
3200,7954,beach,beach
3139,7955,beach,beach
1174,7956,resort,beach
2143,7957,meadow,beach
3105,7958,beach,beach
4569,7959,river,beach
2900,7960,port,beach
3113,7961,beach,beach
3118,7962,beach,beach
3184,7963,beach,beach
3003,7964,beach,beach
2972,7965,port,beach
2040,7966,meadow,beach
3142,7967,beach,beach
3178,7968,beach,beach
3114,7969,beach,beach
3063,7970,beach,beach
4627,7971,mediumresidential,beach
3008,7972,beach,beach
765,7973,square,beach
3070,7974,beach,beach
3055,7975,beach,beach
3160,7976,beach,beach
3040,7977,beach,beach
3156,7978,beach,beach
1683,7979,farmland,beach
59,7980,storagetanks,beach
3350,7981,denseresidential,beach
3176,7982,beach,beach
4081,7983,parking,beach
3182,7984,beach,beach
3183,7985,beach,beach
3056,7986,beach,beach
831,7987,bareland,beach
1148,7988,resort,beach
2020,7989,meadow,beach
3024,7990,beach,beach
3060,7991,beach,beach
3167,7992,beach,beach
3163,7993,beach,beach
5163,7994,industrial,beach
5690,7995,railwaystation,beach
3412,7996,school,beach
3070,7997,beach,beach
3081,7998,beach,beach
358,7999,commercial,beach
5302,8000,viaduct,beach
3160,8001,beach,beach
5043,8002,industrial,beach
3094,8003,beach,beach
2986,8004,port,beach
5482,8005,airport,beach
3181,8006,beach,beach
3101,8007,beach,beach
3147,8008,beach,beach
5534,8009,airport,beach
3030,8010,beach,beach
2992,8011,port,beach
3125,8012,beach,beach
3144,8013,beach,beach
3858,8014,stadium,beach
3108,8015,beach,beach
3186,8016,beach,beach
1136,8017,resort,beach
2929,8018,port,beach
3021,8019,beach,beach
3085,8020,beach,beach
3148,8021,beach,beach
3133,8022,beach,beach
1566,8023,mountain,beach
3076,8024,beach,beach
3013,8025,beach,beach
3185,8026,beach,beach
3048,8027,beach,beach
3090,8028,beach,beach
3104,8029,beach,beach
3144,8030,beach,beach
3069,8031,beach,beach
3135,8032,beach,beach
3071,8033,beach,beach
3178,8034,beach,beach
3178,8035,beach,beach
5170,8036,industrial,beach
3102,8037,beach,beach
3003,8038,beach,beach
3167,8039,beach,beach
3158,8040,beach,beach
1499,8041,mountain,beach
1815,8042,bridge,beach
3199,8043,beach,beach
1136,8044,resort,beach
3160,8045,beach,beach
3107,8046,beach,beach
3174,8047,beach,beach
3012,8048,beach,beach
3176,8049,beach,beach
2837,8050,port,beach
3015,8051,beach,beach
5059,8052,industrial,beach
2991,8053,port,beach
3100,8054,beach,beach
3132,8055,beach,beach
5712,8056,railwaystation,beach
3124,8057,beach,beach
3082,8058,beach,beach
3151,8059,beach,beach
3103,8060,beach,beach
3048,8061,beach,beach
3144,8062,beach,beach
3114,8063,beach,beach
2973,8064,port,beach
5170,8065,industrial,beach
3090,8066,beach,beach
1685,8067,farmland,beach
5719,8068,railwaystation,beach
5509,8069,airport,beach
3076,8070,beach,beach
3357,8071,denseresidential,denseresidential
3324,8072,denseresidential,denseresidential
384,8073,commercial,denseresidential
5922,8074,church,denseresidential
5631,8075,railwaystation,denseresidential
5961,8076,church,denseresidential
3208,8077,denseresidential,denseresidential
5831,8078,church,denseresidential
4991,8079,park,denseresidential
3327,8080,denseresidential,denseresidential
3310,8081,denseresidential,denseresidential
4989,8082,park,denseresidential
318,8083,commercial,denseresidential
3249,8084,denseresidential,denseresidential
3340,8085,denseresidential,denseresidential
3308,8086,denseresidential,denseresidential
3212,8087,denseresidential,denseresidential
3445,8088,school,denseresidential
3233,8089,denseresidential,denseresidential
3284,8090,denseresidential,denseresidential
3313,8091,denseresidential,denseresidential
3275,8092,denseresidential,denseresidential
5725,8093,railwaystation,denseresidential
3398,8094,denseresidential,denseresidential
5789,8095,railwaystation,denseresidential
3308,8096,denseresidential,denseresidential
